school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
1,1,19,0,1,0,2,2,2,2,2,1,0,0,1,0,1,0,1,3,3,3,2,3,3,28,8,8,8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,18,0,0,1,2,2,2,2,1,0,0,0,1,0,0,1,0,4,3,4,2,3,2,12,9,8,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,17,0,0,1,2,3,2,2,1,0,0,1,0,0,0,1,0,4,3,4,3,4,3,15,8,7,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,1,18,0,0,1,3,2,2,2,1,0,0,0,0,0,0,1,0,3,3,4,3,3,3,9,8,7,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1,0,19,1,0,0,2,2,2,2,2,0,1,0,1,0,1,1,1,3,3,3,3,2,3,20,6,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,1,18,0,0,1,2,2,2,2,2,1,0,0,0,1,0,0,0,3,3,3,3,3,4,18,9,8,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,19,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,0,4,3,4,3,3,2,20,6,6,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,18,1,0,1,2,2,2,3,1,0,0,1,1,1,0,0,0,3,3,2,2,3,3,22,9,9,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,1,17,1,0,1,2,2,2,2,1,0,1,1,1,0,0,1,1,3,3,3,3,3,4,24,7,8,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,17,1,0,1,3,3,2,2,0,0,0,1,1,0,0,0,0,4,2,3,3,2,4,8,8,9,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1,0,19,1,0,0,3,2,2,2,2,1,0,1,0,0,0,1,1,3,3,3,3,3,4,26,8,7,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,18,0,1,1,3,2,2,2,1,0,1,0,0,0,0,1,0,3,3,3,3,4,3,19,9,8,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,0,18,0,0,0,3,3,2,2,1,1,0,0,0,1,0,1,1,3,3,3,2,2,2,14,10,10,11,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,18,0,0,0,2,2,2,2,2,1,0,0,0,1,1,0,0,3,3,2,2,2,3,28,9,9,8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,17,1,1,0,3,2,2,2,1,1,1,0,0,0,0,0,0,3,3,3,2,3,2,14,10,10,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,17,1,1,1,2,2,2,2,0,1,0,0,0,0,1,0,1,3,3,3,3,3,3,14,7,9,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,18,1,0,1,2,1,2,2,2,1,0,0,1,0,0,1,0,3,3,4,2,3,3,12,9,6,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,19,0,0,0,3,2,2,2,2,0,0,1,1,0,1,0,0,3,4,4,2,3,3,17,6,6,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,19,0,0,0,2,2,2,2,2,1,0,1,1,0,0,1,0,3,4,4,2,3,3,23,7,9,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,19,1,0,1,2,2,2,2,1,1,0,0,0,0,1,0,1,3,3,3,2,3,3,15,9,7,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,18,0,0,0,2,2,2,2,2,0,0,1,0,0,0,1,0,4,4,4,3,4,3,28,8,9,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,18,0,0,1,2,2,2,2,1,1,0,0,0,0,0,1,1,3,3,3,3,3,3,20,9,9,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,18,1,0,0,3,3,2,2,1,0,0,0,0,0,0,1,0,3,3,3,3,3,3,15,6,7,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,0,18,0,0,1,2,2,2,2,2,0,0,1,1,1,1,1,0,3,3,3,3,3,3,25,7,7,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,18,0,0,1,2,2,2,3,1,1,0,1,1,0,0,1,1,3,3,3,3,3,3,16,10,10,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,17,1,0,1,2,2,2,2,1,0,0,0,1,1,0,1,0,3,3,3,3,3,4,26,9,9,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,18,1,0,1,2,2,2,2,1,0,0,0,1,1,0,1,0,3,3,3,3,3,4,15,7,8,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,18,1,0,0,3,2,2,2,2,0,0,1,1,0,1,1,0,3,3,3,4,3,2,12,7,8,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,18,0,0,1,2,2,2,2,2,1,0,0,0,0,1,1,0,3,3,4,2,3,3,20,9,8,8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,1,17,0,0,0,3,3,2,2,1,1,0,0,0,0,1,1,0,3,4,3,4,3,3,15,7,7,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,17,1,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,3,3,3,2,2,3,18,9,9,11,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,18,0,0,0,3,2,2,2,1,1,1,0,0,0,0,1,0,4,3,3,3,3,3,23,10,9,9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,18,0,0,0,2,2,2,2,2,0,1,1,0,0,0,0,0,3,4,3,2,3,4,23,8,9,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,19,0,0,1,2,3,2,2,2,0,1,1,0,0,0,1,1,3,3,3,4,4,3,20,8,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0,18,0,1,1,2,2,2,2,0,1,0,0,1,0,0,1,0,3,3,3,2,3,2,15,11,11,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,18,1,0,0,3,3,2,2,1,0,0,0,1,0,0,0,0,3,3,4,3,3,3,24,8,10,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,18,0,0,1,2,2,2,2,1,1,0,1,0,0,1,1,1,3,3,3,3,3,3,21,7,8,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,19,0,0,0,2,2,2,2,2,1,0,0,0,0,1,1,1,3,3,3,2,2,2,16,9,7,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,18,1,0,0,2,2,2,2,1,0,0,1,1,0,0,1,0,3,3,3,4,3,3,22,11,9,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,18,0,0,0,3,3,1,2,1,1,0,1,0,0,0,1,0,3,3,3,3,4,3,21,9,8,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1,0,18,0,0,0,3,3,2,2,1,0,0,1,0,0,0,0,0,3,3,3,3,3,2,16,9,9,10,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1,1,19,1,0,1,3,3,3,2,1,1,1,1,0,0,1,1,1,3,3,3,4,4,3,26,8,8,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0,0,18,1,0,1,3,2,2,3,1,0,1,1,0,0,0,0,0,4,3,2,2,2,4,16,9,9,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0,19,1,1,0,2,2,2,2,2,1,1,1,1,0,1,1,0,4,4,2,3,2,4,12,6,6,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,18,0,0,0,2,2,2,3,1,0,0,0,0,0,0,1,0,3,3,3,3,3,3,19,10,8,9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,0,19,0,0,0,3,3,2,2,2,1,0,1,0,1,0,0,1,3,4,3,3,3,3,22,9,9,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,18,0,0,1,2,2,2,2,2,0,0,1,1,0,0,1,0,3,4,4,3,3,3,14,7,7,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,18,0,0,0,3,2,2,2,1,1,0,0,0,0,0,1,0,4,4,3,2,3,4,14,10,9,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,17,0,0,1,3,2,2,2,2,0,1,0,1,0,0,1,0,4,4,4,2,3,4,14,8,7,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,18,0,1,1,2,2,2,2,2,1,1,0,0,1,1,1,0,3,3,4,3,3,3,19,8,8,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,19,0,0,0,2,2,2,2,2,0,0,1,1,0,0,1,1,3,3,3,2,2,3,22,9,8,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,18,1,0,1,3,3,3,2,1,1,1,0,0,0,0,1,1,3,3,3,3,3,3,20,8,8,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,19,1,0,1,2,2,2,2,2,1,1,1,1,0,1,0,1,3,3,2,3,2,3,19,8,9,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,18,0,0,0,2,2,2,3,1,0,0,1,1,0,0,1,0,4,3,3,2,3,3,24,12,9,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,17,0,0,1,3,3,2,1,0,1,0,1,0,0,0,0,0,3,3,3,3,3,3,13,9,9,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,19,0,0,0,3,3,2,2,2,0,0,1,0,1,1,0,0,3,3,4,3,3,2,17,7,8,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,18,1,0,1,2,2,2,2,2,0,1,1,1,0,0,1,0,3,3,3,4,3,3,23,8,8,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,18,0,1,1,2,1,2,2,2,1,0,0,1,0,1,1,0,4,3,3,3,4,4,20,8,7,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,17,0,0,0,3,3,2,2,1,0,1,1,0,0,0,0,0,3,3,3,3,3,3,23,7,8,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,17,0,0,0,3,2,1,2,2,0,1,1,0,0,0,1,0,4,3,4,3,3,4,14,7,7,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,18,1,0,1,2,2,2,2,1,1,0,1,0,1,0,0,1,3,3,3,4,3,3,22,9,8,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,18,0,1,0,2,2,2,2,1,1,0,0,0,0,0,1,0,3,3,3,2,2,3,17,9,9,9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,19,0,0,0,3,3,2,2,2,1,0,1,1,0,0,1,1,3,3,3,3,3,3,17,10,10,9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1,18,0,1,0,3,3,2,2,1,0,0,1,0,0,0,0,0,3,3,4,3,4,3,18,9,8,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,18,0,0,0,3,2,2,2,2,0,0,1,1,0,0,1,0,3,4,3,4,3,3,27,10,10,11,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,17,1,1,1,3,3,2,2,0,1,0,0,1,1,0,0,0,3,3,3,3,3,4,13,9,8,9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,18,0,1,0,2,2,2,2,2,0,0,0,0,0,0,1,0,4,4,3,3,3,3,25,7,9,11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,18,1,1,1,2,1,2,2,2,1,0,0,1,0,1,1,0,4,3,3,2,3,3,20,8,7,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,18,0,0,1,3,3,3,2,0,0,1,1,0,0,0,1,0,3,3,3,3,3,3,25,8,10,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,18,1,0,1,2,2,2,2,1,0,0,1,0,1,1,1,0,3,3,3,4,3,2,18,8,8,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,20,1,0,0,2,2,2,2,3,0,0,0,1,1,1,0,0,4,4,3,3,3,3,14,5,8,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,19,1,0,0,2,1,2,2,3,1,0,0,0,1,1,0,0,3,3,3,2,2,3,19,6,6,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,1,18,1,0,0,3,2,2,2,1,1,0,0,0,0,0,0,0,3,3,3,4,4,4,16,6,6,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,18,0,0,0,2,2,2,2,2,1,0,0,1,0,0,1,1,4,3,3,3,4,3,20,10,8,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,19,1,1,0,2,1,2,2,2,1,1,1,1,1,1,0,1,3,3,2,2,1,3,18,9,9,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,18,1,0,0,2,3,2,2,1,0,1,1,0,0,0,1,0,4,3,3,4,3,3,13,9,8,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,18,1,0,0,3,3,2,2,1,1,0,0,0,0,0,0,1,3,3,2,2,2,3,17,10,8,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,17,1,0,1,3,3,2,2,1,1,1,0,1,0,0,1,0,3,3,3,3,3,3,15,9,9,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,0,18,1,0,1,3,3,2,3,1,0,1,1,1,0,0,1,1,4,3,3,2,2,3,13,10,9,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,17,1,1,1,2,2,2,3,1,1,1,1,1,1,0,1,1,3,3,3,2,3,2,23,9,9,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,18,0,0,1,3,2,2,2,1,0,1,0,0,1,0,1,0,3,2,4,4,4,2,14,9,9,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,18,0,0,1,2,2,2,3,1,1,0,1,1,1,1,1,1,3,3,3,3,3,2,20,9,9,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,18,0,0,1,2,1,2,3,2,0,1,0,0,1,0,0,0,3,3,3,1,2,3,20,9,8,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,19,0,0,0,3,2,2,2,2,1,0,1,0,0,0,0,0,3,3,3,3,2,3,18,9,11,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,18,0,0,0,2,2,2,2,2,1,0,1,1,0,1,1,0,3,4,3,4,3,3,17,7,9,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,18,0,0,1,2,2,2,2,2,0,0,0,1,0,0,0,0,3,3,3,3,3,3,23,7,8,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,17,0,0,0,2,2,2,2,1,0,0,0,0,1,0,1,0,3,3,3,2,2,3,16,9,8,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,17,1,1,0,2,3,2,2,1,0,1,1,1,0,0,1,0,3,3,3,4,3,3,17,8,9,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,17,0,0,0,3,3,2,1,1,1,0,1,0,0,1,0,0,2,3,3,3,3,3,11,7,7,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,18,0,0,1,3,3,2,2,0,1,0,0,0,0,0,1,0,3,3,3,4,3,2,15,8,9,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,18,0,1,0,2,2,1,2,2,0,0,1,0,1,1,0,0,3,3,3,2,2,3,15,7,8,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,18,0,0,0,2,2,2,3,1,0,0,1,1,1,0,1,1,3,2,3,3,3,2,14,10,9,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,18,1,0,1,3,3,2,2,0,1,0,0,1,0,0,0,1,3,3,3,3,2,3,9,10,9,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,18,1,0,1,2,2,2,2,0,1,0,1,1,1,0,1,1,3,3,2,3,3,3,15,10,11,11,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,18,0,0,1,3,2,2,2,2,1,0,1,1,1,1,1,1,3,4,3,4,4,3,14,6,7,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,18,1,0,0,3,2,2,2,2,1,0,0,1,0,0,1,0,3,4,3,3,3,3,13,8,7,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,17,0,0,0,3,3,1,2,1,0,0,1,0,0,0,0,1,3,3,3,3,3,3,20,9,9,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,18,0,0,1,2,2,2,2,1,1,0,0,1,1,0,1,1,3,3,3,1,2,3,18,10,11,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,18,0,0,1,2,2,2,2,1,0,1,1,0,1,0,1,0,3,3,3,3,3,3,25,9,8,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,19,0,0,0,3,2,2,2,2,1,0,0,1,0,0,1,0,3,3,4,3,3,3,20,7,7,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,17,0,0,1,2,2,1,2,1,0,0,0,0,0,0,0,0,3,3,3,1,2,4,13,9,9,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,17,0,1,1,2,2,2,2,1,0,1,0,0,1,1,1,0,3,3,3,3,3,3,16,9,9,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,18,0,0,1,3,3,2,2,1,1,1,1,0,0,0,0,0,3,3,3,3,3,4,18,9,9,8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,17,0,1,1,3,2,2,2,0,1,1,0,0,0,0,1,0,3,3,3,2,3,2,17,10,10,11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,18,1,0,0,3,3,2,3,1,0,0,1,1,0,0,1,0,3,2,4,4,3,2,18,11,10,11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,18,0,1,0,3,2,1,2,1,1,0,0,0,1,1,1,1,3,2,2,2,2,3,22,9,9,10,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,17,0,0,1,3,2,2,2,0,1,1,0,0,0,0,1,0,3,3,3,3,3,3,9,10,10,11,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,18,0,1,0,3,2,2,2,1,1,1,0,0,0,1,1,1,3,3,3,3,3,2,18,8,9,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,18,0,0,0,3,3,1,2,0,1,0,1,0,0,0,0,0,3,3,3,2,3,3,20,10,10,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,16,0,0,1,3,3,1,2,0,1,1,0,0,0,0,1,0,4,3,4,2,3,3,8,8,9,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0,19,0,0,0,3,3,2,2,1,1,1,1,0,0,0,1,1,3,3,3,3,3,3,24,8,9,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,1,19,0,0,1,2,2,2,2,2,1,0,1,1,1,1,1,0,3,3,3,3,3,3,21,7,7,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,1,19,0,0,0,2,2,2,2,2,0,0,1,0,0,0,0,1,3,3,3,3,3,3,25,9,9,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,18,0,0,0,2,2,2,2,2,0,0,1,0,0,0,0,0,4,3,3,2,3,3,21,9,9,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,18,0,0,0,2,2,2,2,2,0,0,1,1,1,0,0,0,3,4,3,2,3,3,27,8,9,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,17,0,0,0,3,3,2,2,1,0,0,1,0,0,0,0,0,3,4,4,2,3,3,19,8,8,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,17,1,0,0,3,3,2,2,0,1,1,0,0,0,0,0,1,3,2,2,2,2,4,10,9,8,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,18,0,0,1,2,2,2,2,0,1,1,0,0,0,1,1,0,3,4,3,3,4,3,12,9,10,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,17,0,0,1,3,3,2,2,0,1,1,1,0,0,0,0,0,3,3,3,2,2,3,14,10,11,11,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,19,0,0,0,3,2,1,2,1,0,0,1,0,0,0,1,0,4,4,4,3,4,2,18,7,9,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,17,0,1,0,3,3,2,2,0,1,0,1,0,0,0,1,0,4,3,2,1,2,3,12,11,12,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,18,1,1,0,3,2,2,2,2,1,1,0,0,0,1,1,1,3,3,3,3,2,3,22,8,7,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,17,0,0,0,2,2,2,2,1,0,0,1,0,1,0,0,0,3,3,3,3,2,3,22,9,9,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,1,18,0,0,0,2,2,2,2,1,1,0,0,0,1,1,0,0,3,3,3,3,3,3,16,7,7,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,17,0,1,0,2,2,2,2,1,1,0,0,0,0,0,0,0,3,3,3,1,2,4,12,9,9,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,18,1,0,0,3,2,2,2,2,0,0,1,0,1,1,1,1,3,3,3,4,3,3,24,9,9,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,1,18,1,0,1,2,2,2,2,2,0,0,0,1,1,0,0,0,3,3,2,2,3,3,21,8,7,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,17,0,0,0,3,2,1,2,1,0,0,1,0,0,0,1,0,4,3,4,3,4,3,22,9,10,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,18,0,0,0,2,2,1,2,1,0,0,1,1,0,0,0,1,4,3,3,2,2,3,22,10,10,11,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0,19,1,0,0,3,2,2,2,2,0,1,0,0,0,0,0,1,4,3,3,3,3,3,20,7,8,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,19,0,0,0,3,3,2,2,2,1,1,1,0,0,0,0,0,3,3,4,4,4,3,19,7,8,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,0,17,1,0,0,2,2,2,2,2,0,0,1,1,0,0,1,0,3,3,3,3,3,3,15,10,8,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,18,1,0,1,2,2,2,2,1,0,1,0,0,1,0,0,0,3,3,3,3,3,3,18,8,8,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,17,1,0,1,3,3,2,2,0,1,0,0,1,0,0,0,0,3,3,3,1,2,3,7,11,11,12,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,18,1,0,1,2,3,2,2,1,1,0,1,1,0,0,0,1,3,3,3,3,2,3,14,12,11,12,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,18,0,0,1,2,2,2,2,1,0,0,1,0,1,0,1,0,3,3,3,3,3,3,22,9,7,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,18,0,0,1,2,2,2,2,1,1,0,1,1,1,0,0,0,4,3,3,4,4,2,14,7,9,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,17,0,0,0,2,2,2,2,1,0,0,0,1,0,0,1,0,3,3,3,2,3,4,23,9,9,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,18,0,0,0,2,3,2,2,1,1,0,0,0,0,0,0,0,3,3,3,2,2,3,12,10,9,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,18,0,1,1,2,1,2,2,1,0,0,1,0,1,1,1,0,4,3,3,3,3,3,22,9,8,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,1,18,0,0,0,2,2,1,2,2,0,0,0,1,1,1,0,0,4,4,4,3,4,4,22,6,6,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,18,0,1,0,2,2,2,2,1,1,0,0,0,0,1,1,1,3,3,3,2,2,3,20,9,10,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,17,0,0,1,2,2,2,2,1,0,1,0,0,1,0,0,0,3,3,3,2,3,4,19,10,10,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,17,0,1,0,3,3,2,2,1,0,1,1,0,0,0,1,0,3,3,3,4,4,3,8,9,9,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,19,0,0,0,2,2,2,2,2,1,0,1,0,0,0,0,0,3,4,3,1,2,3,21,9,9,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,18,0,1,0,2,2,2,2,2,1,0,0,1,0,0,0,1,4,3,3,2,2,4,15,10,7,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,18,1,1,1,2,2,2,2,1,0,1,0,0,0,1,1,0,3,3,3,3,3,3,14,8,9,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,18,1,0,0,3,2,2,2,1,0,0,0,1,0,0,0,1,3,3,3,3,2,3,18,11,10,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1,0,18,1,0,1,2,2,2,2,2,1,1,0,0,1,0,0,0,3,3,2,2,2,3,16,7,7,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
